,id,name,lat,lon
332,FILA2,"Station FILA2 - Flat Island Light, AK",59.332,-151.995
333,FPSN7,"Station FPSN7 - Frying Pan Shoals, NC",33.485,-77.59
334,FWYF1,"Station FWYF1 - Fowey Rock, FL",25.591,-80.097
335,GBCL1,Station GBCL1 - Garden Banks,27.8,-93.1
336,GDIL1,"Station GDIL1 - Grand Isle, LA",29.267,-89.957
337,GLLN6,"Station GLLN6 - Galloo Island, NY",43.89,-76.45
338,IOSN3,"Station IOSN3 - Isle of Shoals, NH",42.967,-70.623
339,KTNF1,"Station KTNF1 - Keaton Beach, FL",29.819,-83.594
340,LNEL1,Station LNEL1 - Lena,28.2,-89.1
341,LONF1,"Station LONF1 - Long Key, FL",24.844,-80.864
342,LPOI1,"Station LPOI1 - Lake Pend Oreille, ID",48.06,-116.5
343,MDRM1,"Station MDRM1 - Mt. Desert Rock, ME",43.969,-68.128
344,MISM1,"Station MISM1 - Matinicus Rock, ME",43.784,-68.855
345,MLRF1,"Station MLRF1 - Molasses Reef, FL",25.012,-80.376
346,MPCL1,Station MPCL1 - Main Pass,29.4,-88.6
347,MRKA2,"Station MRKA2 - Middle Rock Light, AK",61.082,-146.662
348,NWPO3,"Station NWPO3 - Newport, OR",44.613,-124.067
349,PILA2,"Station PILA2 - Pilot Rock, AK",59.742,-149.47
350,PILM4,"Station PILM4 - Passage Island, MI",48.223,-88.366
351,PLSF1,"Station PLSF1 - Pulaski Shoals Light, FL",24.693,-82.773
352,POTA2,"Station POTA2 - Potato Point, AK",61.06,-146.7
353,PTAC1,"Station PTAC1 - Point Arena, CA",38.955,-123.741
354,PTAT2,"Station PTAT2 - Port Aransas, TX",27.826,-97.051
355,PTGC1,"Station PTGC1 - Point Arguello, CA",34.577,-120.648
356,ROAM4,"Station ROAM4 - Rock of Ages, MI",47.867,-89.313
357,SANF1,"Station SANF1 - Sand Key, FL",24.456,-81.877
358,SAUF1,"Station SAUF1 - St. Augustine, FL",29.857,-81.265
359,SBIO1,"Station SBIO1 - South Bass Island, OH",41.629,-82.841
360,SGNW3,"Station SGNW3 - Sheboygan, WI",43.749,-87.693
361,SGOF1,"Station SGOF1 - Tyndall AFB Tower C (N4), FL",29.408,-84.858
362,SISW1,"Station SISW1 - Smith Island, WA",48.321,-122.831
363,SJLF1,Station SJLF1 - St. John's Light,30.4,-81.4
364,SMKF1,"Station SMKF1 - Sombrero Key, FL",24.628,-81.109
365,SPGF1,"Station SPGF1 - Settlement Point, GBI, Bahamas",26.704,-78.995
366,SRST2,"Station SRST2 - Sabine Pass, TX",29.683,-94.033
367,STDM4,"Station STDM4 - Stannard Rock, MI",47.184,-87.225
368,SUPN6,"Station SUPN6 - Superior Shoals, NY",44.467,-75.8
369,SVLS1,"Station SVLS1 - Savannah Light, GA",31.95,-80.68
370,THIN6,"Station THIN6 - Thousand I. Brdg., NY",44.3,-75.983
371,TPLM2,"Station TPLM2 - Thomas Point, MD",38.899,-76.436
372,TTIW1,"Station TTIW1 - Tatoosh Island, WA",48.392,-124.735
373,VENF1,"Station VENF1 - Venice, FL",27.072,-82.453
374,WPOW1,"Station WPOW1 - West Point, WA",47.662,-122.436
375,46108,Station 46108 - Lower Cook Inlet (204),59.596,-151.829
376,46265,"Station 46265 - Nome, AK (241)",64.473,-165.475
377,48114,Station 48114 - 30 NM West of King Island,65.011,-169.454
378,41554,Station 41554,0,0
379,41670,Station 41670,0,0
380,41852,Station 41852,0,0
381,41904,Station 41904,0,0
382,41933,Station 41933,0,0
383,52834,Station 52834,0,0
384,52837,Station 52837,0,0
385,52838,Station 52838,0,0
386,52839,Station 52839,0,0
387,52840,Station 52840,0,0
388,52841,Station 52841,0,0
389,52842,Station 52842,0,0
390,52843,Station 52843,0,0
391,52849,Station 52849,0,0
392,52858,Station 52858,0,0
393,52862,Station 52862,0,0
394,52901,Station 52901,0,0
395,46246,Station 46246 - Ocean Station PAPA (166),50.017,-145.17
396,46255,"Station 46255 - Begg Rock, CA (138)",33.4,-119.651
397,53046,Station 53046 - South Bali,-11.445,113.607
398,55012,Station 55012 - Coral Sea 1 - 1285km ENE of Townsville,-15.664,158.453
399,55013,Station 55013 - TASMAN SEA 3 - 1160km ESE of Hobart,-46.665,161.001
400,55015,Station 55015 - TASMAN SEA 1 - 1110km ESE of Hobart,-46.956,160.343
401,55016,Station 55016 - ETD Fiji Basin,-26,176
402,55023,Station 55023 - Coral Sea 2 - 870km NE of Townsville,-14.715,153.537
403,55042,Station 55042 - Tasman Sea 2 - 1175km ESE of Hobart,-44.79,161.7
404,55401,"Station 55401 - 600 NM Southeast of Hobart, Tasmania",-46.922,160.562
405,56001,Station 56001 - Indian Ocean 1 - 1025km NW of Dampier,-14.046,110.028
406,56003,Station 56003 - Indian Ocean 2 - 630km NNE of Dampier,-15.019,118.073
407,31051,Station 31051 - Santos,-25.283,-44.933
408,31052,Station 31052 - RECIFE,-8.15,-34.567
409,31053,Station 31053 - RIO GRANDE DO SUL,-32.595,-51.353
410,31260,Station 31260,-23.031,-43.088
411,CPXC1,"Station CPXC1 - Cal Poly Pier, CA",35.17,-120.741
412,MBXC1,"Station MBXC1 - Morro Bay - BM1 T-Pier, CA",35.371,-120.859
413,DMBC1,"Station DMBC1 - Dumbarton Bridge at Newark, CA",37.507,-122.117
414,NLEC1,"Station NLEC1 - San Leandro Marina, CA",37.696,-122.192
415,41051,"Station 41051 - South of St. Thomas, VI",18.257,-65.004
416,41052,"Station 41052 - South of St. John, VI",18.249,-64.763
417,41053,"Station 41053 - San Juan, PR",18.474,-66.099
418,41056,"Station 41056 - Vieques Island, PR",18.261,-65.464
419,41058,"Station 41058 - North of St. Thomas, VI",18.476,-65.157
420,41115,"Station 41115 - Rincon, Puerto Rico (181)",18.376,-67.28
421,41121,"Station 41121 - Arecibo, Puerto Rico (249)",18.49,-66.701
422,42085,"Station 42085 - Southeast of Ponce, PR",17.869,-66.532
423,IMGP4,"Station IMGP4 - Isla Magueyes, Lajas, PR",17.969,-67.044
424,PTRP4,"Station PTRP4 - Puntas Rincon, PR",18.367,-67.251
425,41027,Station 41027 - Sunset Mid-Shelf (SUN 3),33.302,-78.137
426,41030,Station 41030 - Capers Mid-Shelf (CAP 3),32.52,-79.34
427,SNSN7,"Station SNSN7 - 8659897 - Sunset Beach, NC",33.865,-78.507
428,CQUC1,"Station CQUC1 - Carquinez, CA",38.066,-122.23
429,HBXC1,"Station HBXC1 - Humboldt, CA",40.777,-124.197
430,MYXC1,"Station MYXC1 - Monterrey, CA",36.605,-121.889
431,TDPC1,"Station TDPC1 - Trinidad Pier Trinidad, CA",41.055,-124.147
432,TIBC1,"Station TIBC1 - Tiburon Pier, San Francisco Bay, CA",37.892,-122.447
433,44041,"Station 44041 - Jamestown, VA",37.204,-76.777
434,44042,"Station 44042 - Potomac, MD",38.033,-76.335
435,44043,"Station 44043 - Patapsco, MD",39.152,-76.391
436,44057,"Station 44057 - Susquehanna, MD",39.54,-76.074
437,44058,"Station 44058 - Stingray Point, VA",37.567,-76.257
438,44059,"Station 44059 - Norfolk, VA",36.846,-76.298
439,44061,"Station 44061 - Upper Potomac, MD",38.788,-77.036
440,44062,"Station 44062 - Gooses Reef, MD",38.556,-76.415
441,44063,"Station 44063 - Annapolis, MD",38.963,-76.448
442,44064,"Station 44064 - First Landing, VA",36.998,-76.087
443,44068,Station 44068 - VCU Rice Rivers Center,37.314,-77.191
444,44072,"Station 44072 - York Spit, VA",37.201,-76.266
445,44044,Station 44044 - Patuxent River Buoy,38.389,-76.526
446,CBIM2,Station CBIM2 - Chesapeake Biological Laboratory Weather Station MD,38.317,-76.451
447,45015,"Station 45015 - Calumet Beach, Chicago, IL",41.714,-87.527
448,45016,"Station 45016 - Sixth-third St. Beach, Chicago, IL",41.783,-87.573
449,45017,"Station 45017 - Oak St. Beach, Chicago, IL",41.903,-87.622
450,45018,"Station 45018 - Montrose Ave. Beach, Chicago, IL",41.968,-87.637
451,45019,"Station 45019 - Foster Ave. Beach, Chicago, IL",41.979,-87.649
452,45177,"Station 45177 - Ohio St. Beach, Chicago, IL",41.894,-87.613
453,FSTI2,"Station FSTI2 - Foster Ave., Chicago, IL",41.976,-87.648
454,JAKI2,"Station JAKI2 - 63rd St., Chicago, IL",41.781,-87.573
455,OKSI2,"Station OKSI2 - Oak St., Chicago, IL",41.912,-87.624
456,46096,Station 46096 - Columbia River Entrance - SATURN Station #02 Offshore,46.173,-124.127
457,46116,"Station 46116 - SATURN Estuary Station #07, Baker Bay, WA",46.287,-124.016
458,46117,"Station 46117 - SATURN Estuary Station #09, Youngs Bay, OR",46.176,-123.869
459,46127,"Station 46127 - SATURN Offshore Station #10, Columbia River, South Jetty, OR",46.215,-124.063
460,DMNO3,"Station DMNO3 - Desdemona Sands Light, OR",46.226,-123.955
461,GPTW1,"Station GPTW1 - Grays Point, WA",46.273,-123.767
462,HMNO3,"Station HMNO3 - Hammond Tide Gauge, OR",46.203,-123.952
463,JTAW1,"Station JTAW1 - Jetty A, USCG Station Disappointment",46.266,-124.038
464,LSIO3,"Station LSIO3 - Lower Sand Island Light, OR",46.256,-123.982
465,PRTO3,Station PRTO3 - SATURN River Station #06 at Portland,45.518,-122.669
466,SEFO3,Station SEFO3 - SATURN Estuary Station #04 at Mott Basin,46.204,-123.759
467,SETO3,Station SETO3 - SATURN Estuary Station #03,46.2,-123.941
468,SRAW1,"Station SRAW1 - SATURN River Station #08, Camas, WA",45.572,-122.379
469,SRFW1,Station SRFW1 - SATURN River Station #05,46.185,-123.188
470,TANO3,"Station TANO3 - Tansy Point, OR",46.189,-123.919
471,TNSO3,"Station TNSO3 - Tenasillahe Island USFW Dock, OR",46.238,-123.468
472,WDYO3,"Station WDYO3 - Woody Island, OR",46.252,-123.534
473,42013,"Station 42013 - C10 - WFS Central Buoy, 25m Isobath",27.173,-82.924
474,42014,Station 42014 - C17 - W. FL Sea-Coos,25.254,-82.22
475,42021,"Station 42021 - C14 - Pasco County Buoy, FL",28.311,-83.306
476,42022,"Station 42022 - C12 - WFS Central Buoy, 50m Isobath",27.505,-83.741
477,42023,"Station 42023 - C13 - WFS South Buoy, 50m Isobath",26.01,-83.086
478,42024,Station 42024 - C16 - W. FL MERHAB,27.464,-84.219
479,42026,"Station 42026 - Loop Current Pressure Point Buoy, 70m Isobath",25.171,-83.475
480,ANCF1,"Station ANCF1 - Anclote Gulf Park, FL",28.193,-82.789
481,ANMF1,"Station ANMF1 - ANM - Anna Maria, FL",27.538,-82.739
482,ARPF1,"Station ARPF1 - APK - Aripeka, FL",28.433,-82.667
483,BGCF1,"Station BGCF1 - BCP - Big Carlos Pass, FL",26.404,-81.881
484,CAMF1,"Station CAMF1 - Campbell Park, FL",27.765,-82.649
485,CLBF1,"Station CLBF1 - Clam Bayou, FL",27.736,-82.686
486,EGKF1,"Station EGKF1 - EGK - Egmont Key, FL",27.601,-82.759
487,FHPF1,"Station FHPF1 - FHP - Fred Howard Park, FL",28.153,-82.801
488,HSSF1,"Station HSSF1 - HOM - Homosassa, FL",28.772,-82.707
489,NFBF1,"Station NFBF1 - NFB - Northwest Florida Bay, FL",25.084,-81.096
490,PTRF1,"Station PTRF1 - PAS -Port Richey, FL",28.285,-82.733
491,SHPF1,"Station SHPF1 - SHP - Shell Point, FL",30.058,-84.291
492,TARF1,"Station TARF1 - TAS - Tarpon Springs, FL",28.156,-82.758
493,42092,"Station 42092 - Aransas Pass Channel Entrance S, TX (252)",27.774,-96.972
494,32403,"Station 32403 - 91NM West of Antofagasta, Chile",-23.163,-72.037
495,32404,Station 32404 - 120 NM NW of Valparaiso,-32.123,-73.799
496,34420,"Station 34420 - 119NM NW of Concepcion, Chile",-35.758,-75.243
497,MLTO3,"Station MLTO3 - Marsh Island, OR",46.214,-123.62
498,41024,"Station 41024 - Sunset Nearshore, NC (SUN2)",33.837,-78.477
499,41029,"Station 41029 - Capers Nearshore, SC (CAP2)",32.803,-79.624
500,41033,"Station 41033 - Fripp Nearshore, SC (FRP2)",32.279,-80.406
501,41037,"Station 41037 - Wrightsville Beach Offshore, NC (ILM3)",33.988,-77.362
502,41038,"Station 41038 - Wrightsville Beach Nearshore, NC (ILM2)",34.141,-77.715
503,41064,"Station 41064 - Onslow Bay Outer, NC (LEJ3)",34.207,-76.949
504,41065,Station 41065 - Capers Nearshore Waves (CAP2WAVE),32.802,-79.619
505,41110,"Station 41110 - Masonboro Inlet, ILM2, NC (150)",34.142,-77.715
506,41119,"Station 41119 - Sunset Beach, NC - (245)",33.842,-78.483
507,41159,"Station 41159 - Onslow Bay Outer, NC (217)",34.213,-76.949
508,MBIN7,"Station MBIN7 - Masonboro Island, NC (MSNB_S)",34.091,-77.868
509,MBNN7,"Station MBNN7 - Masonboro Island, NC (MSNB_N)",34.171,-77.824
510,OCPN7,"Station OCPN7 - OCP1 - Ocean Crest Pier, NC",33.911,-78.147
511,SSBN7,Station SSBN7 - Sunset Beach Nearshore Waves (SUN2WAVE),33.838,-78.484
512,42031,"Station 42031 - West End CP, AL",30.09,-88.212
513,BSCA1,"Station BSCA1 - Bon Secour, AL",30.329,-87.829
514,CRTA1,"Station CRTA1 - Cedar Point, AL",30.308,-88.14
515,DPHA1,"Station DPHA1 - Dauphin Island Sea Lab, AL",30.251,-88.078
516,KATA1,"Station KATA1 - Katrina Cut, AL",30.258,-88.213
517,MBLA1,"Station MBLA1 - Middle Bay Lighthouse, AL",30.437,-88.011
518,MHPA1,"Station MHPA1 - Meaher Park, AL",30.667,-87.936
519,PPTA1,"Station PPTA1 - Perdido Pass, AL",30.279,-87.556
520,44054,Station 44054 - Lower Delaware Bay Buoy,38.883,-75.183
521,44055,Station 44055 - Central Delaware Bay,39.122,-75.256
522,32489,"Station 32489 - Colombia 121NM SW of Buenaventura, Colombia",2.998,-79.101
523,32487,"Station 32487 - Buenaventura, Colombia",3.517,-77.737
524,32488,"Station 32488 - Bahia Solano, Colombia",6.258,-77.511
525,41193,"Station 41193 - Puerto Bolivar, Colombia",12.351,-72.218
526,41194,"Station 41194 - Barranquilla, Colombia",11.161,-74.681
527,44137,Station 44137 - East Scotia Slope,42.26,-62.03
528,44138,Station 44138 - SW Grand Banks,44.25,-53.63
529,44139,Station 44139 - Banqureau Banks,44.24,-57.1
530,44140,Station 44140 - Tail of the Bank,42.87,-51.47
531,44141,Station 44141 - Laurentian Fan,42.99,-57.96
532,44142,Station 44142 - La Have Bank,42.5,-64.033
533,44150,Station 44150 - La Have Bank,42.5,-64.02
534,44174,Station 44174 - Anticosti,49.075,-60.822
535,44175,Station 44175 - iles de la Madeleine,46.877,-62
536,44176,Station 44176 - Point Escuminac,47.535,-64.527
537,44235,"Station 44235 - South Ramea Island, Newfoundland (170)",47.263,-57.341
538,44251,Station 44251 - Nickerson Bank,46.44,-53.39
539,44255,Station 44255 - NE Burgeo Bank,47.27,-57.34
540,44258,Station 44258 - Halifax Harbour,44.5,-63.4
541,44488,Station 44488 - East of Chedabucto Bay,45.44,-60.95
542,44489,Station 44489 - West Chedabucto Bay,45.49,-61.14
543,44490,Station 44490 - West Bay of Fundy,44.66,-66.37
544,45132,Station 45132 - Port Stanley,42.46,-81.22
545,45135,Station 45135 - Prince Edward Pt,43.78,-76.87
546,45136,Station 45136 - Slate Island,48.54,-86.95
547,45137,Station 45137 - Georgian Bay,45.54,-81.02
548,45138,Station 45138 - Mont Louis,49.54,-65.71
549,45139,Station 45139 - West Lake Ontario - Grimsby,43.25,-79.53
550,45140,Station 45140 - Lake Winnipeg S. Basin,50.8,-96.73
551,45141,Station 45141 - Great Slave Lake,61.18,-115.31
552,45142,Station 45142 - Port Colborne,42.74,-79.29
553,45143,Station 45143 - South Georgian Bay,44.94,-80.627
554,45144,Station 45144 - Lake Winnipeg North,53.23,-98.29
555,45145,Station 45145 - Lake Winnipeg Narrows,51.87,-96.97
556,45147,Station 45147 - Lake St Clair,42.43,-82.68
557,45148,Station 45148 - Lake of the Woods,49.65,-94.5
558,45149,Station 45149 - Southern Lake Huron,43.54,-82.08
559,45150,"Station 45150 - Great Slave Lake, North Arm",61.98,-114.13
560,45151,Station 45151 - Lake Simcoe,44.5,-79.37
561,45152,Station 45152 - Lake Nipissing,46.23,-79.72
562,45154,Station 45154 - North Channel East,46.05,-82.64
563,45155,Station 45155 - Pan Am Games,43.59,-79.39
564,45158,Station 45158 - Hudson Bay,59,-94
565,45159,Station 45159 - NW Lake Ontario Ajax,43.77,-78.98
566,45160,Station 45160 - 16-Mile Creek,43.417,-79.633
567,46004,Station 46004 - Middle Nomad,50.93,-136.1
568,46036,Station 46036 - South Nomad,48.36,-133.94
569,46131,Station 46131 - Sentry Shoal,49.91,-124.98
570,46132,Station 46132 - South Brooks,49.78,-127.89
571,46134,Station 46134 - Pat Bay,48.65,-123.5
572,46138,"Station 46138 - South Hecate Strait, Canada (174)",52.437,-129.795
573,46139,"Station 46139 - La Perouse Bank DWR, Canada (195)",48.844,-126.01
574,46145,Station 46145 - Central Dixon Entrance Buoy,54.37,-132.42
575,46146,Station 46146 - Halibut Bank,49.34,-123.73
576,46147,Station 46147 - South Moresby,51.83,-131.22
577,46181,Station 46181 - Nanakwa Shoal,53.83,-128.83
578,46183,Station 46183 - North Hecate Strait,53.62,-131.1
579,46184,Station 46184 - North Nomad,53.92,-138.85
580,46185,Station 46185 - South Hecate Strait,52.42,-129.79
581,46204,Station 46204 - West Sea Otter,51.38,-128.77
582,46205,Station 46205 - West Dixon Entrance,54.18,-134.32
583,46206,Station 46206 - La Perouse Bank,48.84,-126
584,46207,Station 46207 - East Dellwood,50.87,-129.92
585,46208,Station 46208 - West Moresby,52.52,-132.69
586,46303,Station 46303 - Southern Georgia Strait,49.02,-123.43
587,46304,Station 46304 - Entrance To English Bay,49.3,-123.36
588,48021,Station 48021 - Tuktoyaktuk,70.35,-133
589,CWCI,Station CWCI - Caribou Island,47.334,-85.833
590,LMBV4,"Station LMBV4 - La Mancha Beach, Mexico",19.594,-96.379
591,SACV4,"Station SACV4 - Sacrifice Island, Mexico",19.174,-96.093
592,VERV4,"Station VERV4 - Veracruz Harbor, MX",19.204,-96.113
593,55039,Station 55039,-38.36,148.11
594,BBNF1,Station BBNF1 - BBCW8,25.601,-80.306
595,BBSF1,Station BBSF1 - BBCW10,25.472,-80.349
596,BDVF1,"Station BDVF1 - Broad River, FL",25.478,-80.989
597,BKYF1,"Station BKYF1 - Buoy Key, FL",25.119,-80.834
598,BNKF1,"Station BNKF1 - Butternut Key, FL",25.087,-80.519
599,BOBF1,"Station BOBF1 - Bob Allen, FL",25.027,-80.681
600,BSKF1,"Station BSKF1 - Big Sable Creek, FL",25.266,-81.162
601,BWSF1,"Station BWSF1 - Blackwater Sound, FL",25.178,-80.438
602,CANF1,"Station CANF1 - Cane Patch, FL",25.422,-80.942
603,CNBF1,"Station CNBF1 - Cannon Bay, FL",25.702,-81.186
604,CWAF1,"Station CWAF1 - Clear Water Pass, FL",25.297,-81.013
605,DKKF1,"Station DKKF1 - Duck Key, FL",25.18,-80.49
606,GBIF1,"Station GBIF1 - Gunboat Island, FL",25.378,-81.029
607,GBTF1,"Station GBTF1 - Garfield Bight, FL",25.167,-80.801
608,GKYF1,"Station GKYF1 - Garden Key, FL",24.627,-82.872
609,HCEF1,"Station HCEF1 - Highway Creek, FL",25.254,-80.444
610,HREF1,"Station HREF1 - Harney River, FL",25.424,-81.06
611,JBYF1,"Station JBYF1 - Joe Bay, FL",25.224,-80.541
612,JKYF1,"Station JKYF1 - Johnson Key, FL",25.053,-80.904
613,LBRF1,"Station LBRF1 - Broad River Lower, FL",25.484,-81.133
614,LBSF1,"Station LBSF1 - Little Blackwater, FL",25.214,-80.432
615,LMDF1,"Station LMDF1 - Little Madeira, FL",25.176,-80.633
616,LMRF1,"Station LMRF1 - Lostmans River, FL",25.556,-81.169
617,LRIF1,"Station LRIF1 - Lane River, FL",25.284,-80.894
618,LRKF1,"Station LRKF1 - Little Rabbit Key, FL",24.982,-80.826
619,LSNF1,"Station LSNF1 - Long Sound, FL",25.235,-80.457
620,MDKF1,"Station MDKF1 - Middle Key, FL",25.289,-80.396
621,MNBF1,"Station MNBF1 - Manatee Bay, FL",25.239,-80.422
622,MUKF1,"Station MUKF1 - Murray Key, FL",25.106,-80.942
623,NRRF1,"Station NRRF1 - North River, FL",25.338,-80.911
624,PKYF1,"Station PKYF1 - Peterson Key, FL",24.918,-80.747
625,SREF1,"Station SREF1 - Shark River, FL",25.352,-81.1
626,TBYF1,"Station TBYF1 - Terrapin Bay, FL",25.155,-80.722
627,TCVF1,"Station TCVF1 - Trout Cove, FL",25.213,-80.533
628,THRF1,"Station THRF1 - Thursday Point, FL",25.203,-80.372
629,TPEF1,"Station TPEF1 - Tarpon Bay East, FL",25.41,-80.964
630,TRRF1,"Station TRRF1 - Taylor River, FL",25.217,-80.65
631,WIWF1,"Station WIWF1 - Willy Willy, FL",25.587,-81.044
632,WPLF1,"Station WPLF1 - Watson Place, FL",25.71,-81.249
633,WRBF1,"Station WRBF1 - Whipray Basin, FL",25.072,-80.735
634,WWEF1,"Station WWEF1 - Whitewater Bay-East, FL",25.232,-80.938
635,KATP,Station KATP - Green Canyon 787 / Atlantis (BP),27.195,-90.027
636,KBBF,Station KBBF - Brazos 133B (Apache Corp),28.058,-95.872
637,KBQX,Station KBQX - Brazos 538 (Transco),28.314,-95.62
638,KCMB,Station KCMB - East Cameron 47JP (Apache Corp),29.441,-92.979
639,KCRH,Station KCRH - West Cameron 368A (Century Exploration),28.909,-93.302
640,KCVW,"Station KCVW - Cameron, LA (PHI)",29.784,-93.3
641,KDLP,Station KDLP - West Delta 27A (AngloSuisse Offshore Partners),29.121,-89.547
642,KEHC,Station KEHC - East Cameron 278B (Apache Corp),28.429,-92.878
643,KEIR,Station KEIR - Eugene Island 215 (McMoRan Oil & Gas),28.634,-91.489
644,KEMK,Station KEMK - East Breaks 165 (SandRidge Energy),27.819,-94.323
645,KGBK,Station KGBK - Garden Banks 783 / Magnolia TLP (W&T Offshore),27.204,-92.203
646,KGHB,Station KGHB - Garden Banks 172 / Salsa (Shell E & P),27.84,-91.988
647,KGRY,Station KGRY - Green Canyon 338 / Front Runner (Murphy E&P),27.625,-90.441
648,KGUL,Station KGUL - Garden Banks 668 / Gunnison Spar (Anadarko),27.304,-93.538
649,KGVX,Station KGVX - Galveston 424C (Nippon Oil Exploration),28.577,-94.976
650,KHHV,Station KHHV - Alaminos Canyon 25 / Hoover-Diana (ExxonMobile Corp),26.939,-94.689
651,KHQI,Station KHQI - High Island 376B (Apache),27.934,-93.669
652,KIKT,Station KIKT - Mississippi Canyon 474 / Na Kika FPU (BP),28.521,-88.289
653,KIPN,Station KIPN - Mississippi Canyon 920 / Independence Hub (Anadarko / Enterprise),28.085,-87.986
654,KMDJ,Station KMDJ - Mississippi Canyon 311A (Apache Corp),28.643,-89.794
655,KMIS,Station KMIS - MP 140B AWOS (Apache Corp),29.296,-88.842
656,KMIU,Station KMIU - Mustang Island A31B (Merit Energy),27.289,-96.736
657,KMYT,Station KMYT - Mississippi Canyon 711 / ATP Innovator (ATP Oil & Gas),28.221,-89.615
658,KMZG,Station KMZG - Mustang Island A85A (Apache Corp),27.727,-96.191
659,KOPM,Station KOPM - North Padre Island 975 (Peregrine Oil & Gas),26.833,-96.94
660,KSCF,Station KSCF - South Marsh 268A (Apache Corp),29.116,-91.871
661,KSPR,Station KSPR - Ship Shoal 178 (Apache Corp),28.599,-91.206
662,KSQE,Station KSQE - Ship Shoal 354 (Fieldwood Energy),28.083,-90.819
663,KSTZ,Station KSTZ - South Timballer 301B / Popeye (Shell E & P),28.16,-90.666
664,KVAF,Station KVAF - East Breaks 643 / Boomvang Spar (Anadarko),27.354,-94.625
665,KVBS,Station KVBS - Sabine Pass 13B (Nippon Oil Exploration),29.478,-93.638
666,KVKY,Station KVKY - Main Pass 289C (Apache Corp.),29.248,-88.441
667,KVNP,Station KVNP - Vermillion 26 (Mariner Energy),29.467,-92.368
668,KVOA,Station KVOA - Viosca Knoll 786 / Petronius (Chevron),29.229,-87.781
669,KVQT,Station KVQT - Vermillon 331A (ERT / Helix),28.27,-92.264
670,KXIH,Station KXIH - High Island 179A AWOS (Apache Corp),29.18,-94.521
671,KXPY,Station KXPY - Port Fourchon Heliport (Era Helicopters),29.123,-90.202
672,SIPF1,"Station SIPF1 - Sebastian Inlet State Park North Jetty, FL",27.862,-80.445
673,45161,"Station 45161 - Muskegon Buoy, MI",43.185,-86.355
674,45162,"Station 45162 - Thunder Bay Buoy, Alpena, MI",44.988,-83.27
675,45163,"Station 45163 - Saginaw Bay Buoy, MI",43.983,-83.593
676,45195,"Station 45195 - Schuyler Reef, NY (251)",44.488,-73.339
677,APNM4,"Station APNM4 - Alpena Harbor Light, Alpena, MI",45.06,-83.424
678,CHII2,"Station CHII2 - Harrison-Dever Crib, Chicago, IL",41.916,-87.572
679,MCYI3,"Station MCYI3 - Michigan City Harbor Entrance Light, Michigan City, IN",41.729,-86.912
680,MKGM4,"Station MKGM4 - Muskegon CG Station, Muskegon, MI",43.227,-86.339
681,MLWW3,Station MLWW3 - Port of Milwaukee,43.005,-87.884
682,SRLM4,"Station SRLM4 - Spectacle Reef Light, MI",45.773,-84.137
683,SVNM4,"Station SVNM4 - South Haven Light, South Haven, MI",42.401,-86.288
684,TBIM4,"Station TBIM4 - Thunder Bay Island, MI",45.035,-83.194
685,THLO1,Station THLO1 - Toledo Light No. 2 OH,41.826,-83.194
686,WSLM4,"Station WSLM4 - White Shoal Light, MI",45.842,-85.135
687,42098,"Station 42098 - Egmont Channel Entrance, FL (214)",27.59,-82.931
688,ERKC1,"Station ERKC1 - Dock B Eureka, CA",40.778,-124.196
689,32401,"Station 32401 - 180 NM West of Iquique, Chile",-20.474,-73.421
690,32402,"Station 32402 - 180 NM West of Caldera, Chile",-26.743,-73.983
691,TFBLK,"Station TFBLK - 10.0 nm WNW on Blakknes, Iceland",65.698,-24.778
692,45170,"Station 45170 - Michigan City Buoy, IN",41.755,-86.968
693,45198,Station 45198 - Chicago Buoy,41.892,-87.563
694,23217,Station 23217 - Bay of Bengal IN3,3.798,91.701
695,23219,Station 23219 - Bay of Bengal,13.472,88.998
696,23227,Station 23227 - Bay of Bengal,6.255,88.792
697,23228,Station 23228 - Arabian Sea,20.764,65.284
698,53401,Station 53401 - Indonesia,0.05,91.899
699,31261,Station 31261,-31.538,-49.862
700,31478,Station 31478,-22.882,-43.132
701,21401,Station 21401 - 250NM Southeast of Iturup Island,42.617,152.583
702,21402,Station 21402 - 286NM East of Simushir Island,46.488,158.343
703,32066,Station 32066 - Ecuador INOCAR,-1.136,-81.765
704,32067,Station 32067 - ECUADOR INOCAR,0.641,-81.262
705,32068,"Station 32068 - ECUADOR INOCAR - 58 NM West of Manta, Ecuador",-0.888,-81.664
706,32069,"Station 32069 - ECUADOR INOCAR - 71 NM West of Pedernales, Ecuador",0.255,-81.211
707,41057,"Station 41057 - Puerto Plata, DO",19.833,-70.731
708,42087,"Station 42087 - Buccoo Reef, Buccoo Marine Park, TT",11.185,-60.848
709,42088,"Station 42088 - Angel Reef, TT",11.301,-60.521
710,42089,"Station 42089 - Little Cayman Research Center, CYM",19.699,-80.061
711,42090,"Station 42090 - Catuan Wreck, Boca Chica, DR",18.432,-69.58
712,LCIY2,"Station LCIY2 - Little Cayman Research Centre, Cayman Islands",19.699,-80.06
713,LLBP7,"Station LLBP7 - Lao Lao Bay, Saipan, CNMI",15.157,145.77
714,LPRP4,"Station LPRP4 - Media Luna, La Parguera, PR",17.939,-67.052
715,PVGF1,"Station PVGF1 - Port Everglades Channel, FL",26.092,-80.109
